"","X1.k_PlasKid","X1.k_ePlas","X1.k_KidPlas","X1.k_eKid","X1.scale","X1.Plasma0","X2.k_PlasKid","X2.k_ePlas","X2.k_KidPlas","X2.k_eKid","X2.scale","X2.Plasma0","X3.k_PlasKid","X3.k_ePlas","X3.k_KidPlas","X3.k_eKid","X3.scale","X3.Plasma0","X4.k_PlasKid","X4.k_ePlas","X4.k_KidPlas","X4.k_eKid","X4.scale","X4.Plasma0"
"749",2.35647,0.0440729,0.226833,0.0102266,3.90285,50.5142,2.11806,0.128316,0.214912,0.00205748,4.66656,50.7965,1.93362,0.0917558,0.149635,0.0055559,4.27771,50.2689,2.21663,0.147025,0.213032,0.000271983,4.33633,50.9825
"750",2.04992,0.0678615,0.180651,0.00794251,4.09887,49.122,2.1433,0.120626,0.202339,0.00325613,4.46411,49.3409,1.9871,0.0716579,0.182011,0.00769013,4.0314,50.4645,1.90355,0.100348,0.171424,0.00484704,4.18235,50.3556
"751",2.10908,0.0751869,0.201479,0.00695772,4.51206,48.5305,2.06393,0.077829,0.18547,0.00675564,4.13143,48.7358,1.96103,0.14996,0.18502,0.00079335,4.41189,49.9792,2.03004,0.0046074,0.1721,0.0131566,4.22123,49.1465
"752",2.58398,0.0192243,0.24474,0.0121906,4.5402,50.0415,2.067,0.118274,0.209457,0.00361001,4.39442,49.5317,2.00729,0.131462,0.191143,0.00228121,4.40442,50.0276,2.18882,0.0049912,0.191067,0.013603,4.36361,51.1783
"753",2.01684,0.00133081,0.16069,0.0128176,4.05216,50.6699,1.75386,0.118516,0.159869,0.00215781,4.51038,50.7218,2.04616,0.0805396,0.167614,0.00703483,4.49628,51.3676,2.09067,0.0111089,0.165339,0.0119987,4.33673,50.4282
"754",2.33335,0.00792511,0.219495,0.0137057,3.94729,50.2762,1.8099,0.137349,0.146088,0.00233686,4.75652,49.9943,1.98707,0.0905329,0.166512,0.00497665,4.48935,50.947,2.10338,0.0790178,0.187508,0.00637956,4.36823,49.2143
"755",2.01945,0.0068952,0.163155,0.0123108,4.54046,49.526,1.85426,0.128252,0.174294,0.00276583,4.18833,49.5799,2.10184,0.0906977,0.214818,0.00564076,4.07702,49.1361,2.00897,0.0810044,0.173833,0.00707156,4.42171,49.1795
"756",2.27549,0.0297216,0.199581,0.0114205,4.32209,50.5469,1.86764,0.114187,0.173017,0.00282259,4.19281,49.5994,2.11651,0.0267525,0.185918,0.010259,4.55477,48.4449,1.92404,0.0765868,0.18536,0.00627425,4.22069,50.4212
"757",2.42394,0.128716,0.247974,0.00122439,4.10951,50.1303,1.92502,0.135288,0.175317,0.00190394,4.20491,50.0647,2.02421,0.0381571,0.207609,0.0115436,4.71424,48.1254,1.95807,0.0556627,0.151479,0.00833188,4.18579,50.1343
"758",2.0218,0.0356148,0.159482,0.00955335,4.55015,49.6807,2.09691,0.119775,0.217628,0.002542,4.37942,49.7242,1.92949,0.063266,0.174938,0.00705048,4.18679,48.8852,2.54165,0.115561,0.222839,0.00348547,4.38115,49.6485
"759",2.13784,0.128815,0.199959,0.00233784,4.03339,50.9448,2.04841,0.0167743,0.161564,0.0117163,4.22413,50.1572,1.94361,0.0663652,0.183294,0.00725988,4.22049,49.0378,2.15103,0.0625814,0.197919,0.00800575,4.04465,49.7886
"760",2.17375,0.123201,0.214605,0.00282252,4.33411,50.9923,2.18327,0.0914687,0.200869,0.0053919,4.37346,48.5382,2.14062,0.0318124,0.197551,0.010463,4.40069,48.7406,1.88213,0.0632923,0.160314,0.00746212,4.49757,48.383
"761",2.24096,0.120386,0.207094,0.00304213,4.10575,51.7456,2.01367,0.0651493,0.173321,0.00789022,4.1981,51.5426,2.15872,0.0640678,0.204463,0.00818912,4.86018,49.1858,1.86497,0.036673,0.164589,0.0101624,4.70664,47.9832
"762",2.22077,0.0495005,0.199636,0.00935628,4.34593,51.8159,2.0519,0.111036,0.188965,0.00344275,4.11459,49.0384,2.34747,0.055728,0.210576,0.00946315,3.82295,51.9902,1.81812,0.132357,0.177607,0.0010593,4.33206,47.9636
"763",2.34935,0.0398111,0.205203,0.0100054,4.04995,51.112,2.09006,0.0383241,0.204349,0.0107426,4.1306,48.4746,2.21602,0.0523464,0.20945,0.00874378,4.442,49.816,1.72459,0.10951,0.159153,0.0032031,4.10305,47.5242
"764",1.95311,0.122714,0.182337,0.00215421,4.35992,49.4435,1.99673,0.0441949,0.162899,0.00951334,4.89916,49.7419,2.24445,0.0679973,0.200458,0.00771429,4.47507,50.327,1.69299,0.12574,0.158195,0.00188778,4.04205,47.7086
"765",1.83599,0.133017,0.173806,0.00156701,4.00361,50.7859,1.90056,0.036637,0.170338,0.0098535,4.27173,48.4467,2.32937,0.102663,0.23875,0.0048994,4.23165,51.3353,1.71904,0.122727,0.165307,0.00276855,3.93045,48.0951
"766",1.77704,0.0788575,0.164123,0.00652333,4.00269,48.4203,2.14099,0.101388,0.214481,0.00415519,3.9243,50.2443,2.48676,0.0897074,0.242638,0.00561932,3.86654,49.5097,1.77464,0.119793,0.170783,0.00294139,4.07815,48.7995
"767",2.18467,0.0321198,0.209109,0.0106121,4.09804,50.2113,2.1319,0.133385,0.200158,0.00179257,4.35918,49.9101,2.07379,0.0435792,0.194126,0.00982876,4.10103,49.3019,1.83043,0.106272,0.171137,0.00356223,4.13273,48.4025
"768",2.36367,0.0489912,0.208423,0.00932464,3.98685,50.9538,2.13688,0.0532549,0.208239,0.00878892,4.30553,50.0195,2.10169,0.0468869,0.19105,0.00913876,4.04564,49.5875,2.03747,0.0485717,0.165804,0.00917986,4.18474,50.2107
"769",1.97743,0.120986,0.187945,0.00234648,4.55511,49.2613,2.16924,0.0610399,0.207853,0.00829725,4.31158,49.6182,2.11326,0.0688099,0.179146,0.00712931,4.0026,49.8512,2.09831,0.0156233,0.174866,0.011851,4.43928,49.1952
"770",2.29699,0.111377,0.232461,0.00324213,4.07598,49.9939,2.24902,0.043455,0.204659,0.00962787,4.56873,49.4503,2.15015,0.0571865,0.177971,0.0081212,4.01426,49.8498,2.10827,0.144265,0.20607,0.000687707,3.98659,50.6316
"771",1.97411,0.0339045,0.174859,0.0104976,4.19075,50.0908,2.25683,0.0467337,0.208729,0.00957083,4.65978,49.3842,2.12162,0.0561024,0.178809,0.00848944,4.01757,49.6298,1.89456,0.134972,0.172751,0.00136172,4.30956,49.9451
"772",1.96604,0.0782781,0.1829,0.00614987,4.33446,49.4473,1.87978,0.134702,0.182423,0.00150176,4.03784,50.0675,2.29945,0.118076,0.244536,0.00259122,4.27425,50.2825,1.89235,0.0358268,0.152441,0.00952835,4.12817,48.7037
"773",2.1183,0.0672217,0.204433,0.0071336,4.2763,49.1985,2.25403,0.00667718,0.187215,0.012452,4.46911,50.235,2.12688,0.0472398,0.201081,0.0092203,4.29588,48.6013,1.72788,0.111312,0.153774,0.00318008,4.28766,49.2971
"774",2.04804,0.0612822,0.194099,0.00746213,4.30719,49.2557,2.01799,0.0716913,0.192447,0.00736081,4.25513,49.4881,1.94631,0.116704,0.165629,0.0033245,4.21243,50.4081,2.19386,0.00469178,0.212355,0.0132719,4.106,48.6029
"775",2.30901,0.0984549,0.21657,0.005374,4.31438,50.0884,2.02684,0.0549395,0.182983,0.00884949,4.34393,49.4812,1.94324,0.0816665,0.178182,0.00555483,3.81102,49.6413,2.24694,0.0454599,0.194514,0.00994018,3.85461,50.9919
"776",2.03106,0.0531313,0.172629,0.00951396,4.15412,49.3383,2.01134,0.0524534,0.180171,0.00861154,4.32318,49.6343,2.04417,0.0801196,0.173458,0.0055658,4.59172,50.7668,2.21287,0.0493435,0.201716,0.00897117,3.99224,50.2634
"777",1.99349,0.0798096,0.175303,0.0064614,4.17088,49.3164,2.10252,0.0485403,0.178155,0.00919682,4.30664,49.6754,2.05241,0.128721,0.18902,0.00253578,4.66702,50.8802,2.13055,0.120367,0.213169,0.00224233,4.56107,49.0619
"778",1.87978,0.0487867,0.164672,0.00918604,4.07819,49.2226,2.14118,0.103334,0.179978,0.00445549,3.94238,49.4205,2.14919,0.0633592,0.20021,0.00840508,4.06013,50.0785,1.90638,0.145079,0.173616,0.000424814,4.09072,51.2142
"779",2.37801,0.0240025,0.213755,0.0117969,4.44701,50.5961,2.07258,0.0223462,0.179733,0.0120397,4.0253,49.1792,2.17241,0.0573535,0.192278,0.00818945,3.97881,49.7371,1.84248,0.112924,0.162412,0.00399828,4.26302,50.2398
"780",1.93377,0.135878,0.169913,0.00143656,4.07709,49.821,2.13753,0.0341104,0.184921,0.0106155,4.11131,49.426,2.20727,0.0384036,0.207086,0.0103301,3.90205,50.317,1.83999,0.117927,0.161837,0.00390218,4.26421,50.2153
"781",2.22439,0.1033,0.207988,0.00411635,4.40012,49.4942,2.14406,0.0620853,0.20316,0.00790053,4.1131,50.2079,2.39326,0.0967143,0.248533,0.00569045,4.18624,50.1812,1.84853,0.0859628,0.161509,0.00585812,4.06945,49.0958
"782",2.26095,0.125154,0.223225,0.00243324,4.15942,50.3899,2.16851,0.037001,0.178934,0.00956011,4.46976,51.2087,2.14821,0.0590381,0.191879,0.00840525,3.87484,48.8695,2.18276,0.0952158,0.219539,0.00457872,4.19966,49.9128
"783",2.0135,0.0925419,0.195096,0.0049241,4.15321,49.6143,1.96172,0.108725,0.190491,0.00408528,4.399,48.7986,2.15017,0.0626317,0.182386,0.00785524,4.63329,50.4623,2.18036,0.10666,0.223157,0.00442976,4.2235,50.0617
"784",2.2492,0.118208,0.209036,0.00340597,4.29587,50.5619,2.05552,0.0831681,0.200334,0.0054806,4.20548,48.6163,2.23092,0.0151262,0.194055,0.0118219,4.26177,50.9348,2.24389,0.0264262,0.206021,0.0111428,4.25102,49.7563
"785",1.90913,0.0750771,0.186916,0.00679989,4.14032,49.3371,2.04313,0.121323,0.188238,0.00304014,4.03943,50.5662,2.17046,0.00592143,0.17435,0.0122645,3.92657,49.8884,2.32067,0.03631,0.199054,0.0100574,3.95781,52.0048
"786",2.16178,0.137103,0.205151,0.00101827,3.94674,50.8202,2.05913,0.132454,0.18271,0.00251676,3.88832,50.5149,2.17503,0.00766703,0.184595,0.0121962,4.50306,48.4487,2.31911,0.0367572,0.199444,0.0104176,3.95966,52.0149
"787",1.95916,0.0221618,0.173494,0.0117746,4.15988,49.2111,1.98414,0.0583052,0.188596,0.00926775,3.7583,49.3393,2.15114,0.0135396,0.19225,0.0121521,4.1987,48.2783,2.12005,0.128512,0.216273,0.00145894,4.46609,48.3654
"788",2.09875,0.0410993,0.185609,0.00992739,4.1443,49.02,2.44803,0.0652266,0.222384,0.00821651,4.81139,51.1064,1.93005,0.142787,0.178043,0.00136551,4.2399,51.3984,2.01806,0.131562,0.185773,0.00153118,4.30955,50.7123
"789",2.14279,0.125762,0.199678,0.00209259,4.37838,49.8963,2.22551,0.0835372,0.225135,0.0064334,4.43762,49.5958,2.17844,0.0448816,0.207601,0.00918714,4.02779,47.9825,1.98805,0.127723,0.207332,0.00187773,3.98239,48.4666
"790",1.92073,0.0809236,0.187823,0.00617274,4.33959,50.9556,2.20171,0.0223889,0.180855,0.0109153,3.97989,50.5788,2.13098,0.0845256,0.189993,0.0061914,4.46733,51.6188,2.07697,0.124267,0.20424,0.00175392,4.02544,49.0804
"791",2.24395,0.127655,0.206992,0.0021476,4.35231,48.9285,1.89154,0.12669,0.195153,0.00161547,4.25106,48.8042,2.05324,0.119017,0.198338,0.00259247,3.9358,49.7871,1.95757,0.0799269,0.18458,0.00624324,4.42565,49.4978
"792",2.11123,0.00556674,0.167615,0.0125892,4.34487,50.5748,2.30951,0.00228728,0.200707,0.0138937,4.18081,51.2149,2.43208,0.0514342,0.219221,0.00937988,4.09381,50.5285,1.96156,0.078447,0.190074,0.00656241,4.48967,49.7174
"793",2.07604,0.12111,0.212016,0.00211953,4.3166,48.5192,2.08643,0.106587,0.195892,0.00388033,4.33541,48.7963,2.04023,0.0332552,0.169112,0.0103091,4.12621,49.2299,1.82674,0.143595,0.181641,0.000571292,4.36575,48.5267
"794",1.89884,0.0609247,0.165579,0.00775558,3.85656,48.0238,2.00249,0.107475,0.198103,0.0035213,4.31033,49.7312,2.00972,0.115723,0.18793,0.00358375,4.05925,50.5448,2.25001,0.142177,0.219843,8.048e-06,4.09641,51.2806
"795",2.25437,0.104407,0.211031,0.00411693,4.66693,51.7131,1.99245,0.10355,0.184922,0.00417155,4.0011,51.3698,2.23896,0.0479432,0.200702,0.00980755,4.35161,51.3207,1.79025,0.126956,0.178292,0.00135594,4.40651,48.6314
"796",2.24415,0.116461,0.213983,0.00359602,4.84434,51.5795,1.99245,0.10355,0.184922,0.00417155,4.0011,51.3698,2.12018,0.101241,0.205369,0.00432816,4.17822,48.6937,1.96952,0.131586,0.188833,0.00173999,4.02695,51.0907
"797",1.77762,0.0454679,0.151881,0.00941052,4.60852,49.1645,2.11535,0.0883051,0.174028,0.00558005,3.97041,51.1056,2.00451,0.117027,0.198049,0.0025738,4.14442,48.4215,2.1531,0.0858972,0.232132,0.0055998,4.1802,48.7846
"798",1.88296,0.0226019,0.127022,0.00993004,4.63503,49.8338,1.96499,0.112403,0.182445,0.00322977,4.1264,49.6874,2.04844,0.00160253,0.162171,0.0127357,4.43386,50.3445,2.16982,0.0745778,0.216776,0.00708322,4.15823,49.198
"799",2.51673,0.136377,0.28116,0.000595772,3.97515,49.7951,2.09874,0.113094,0.201623,0.0037025,4.27865,51.6098,2.18544,0.138511,0.219359,0.00131441,4.21338,50.0416,2.58741,0.0951305,0.256083,0.00497493,3.88219,51.2249
"800",2.08264,0.125174,0.202209,0.00237054,4.07789,50.2118,2.05232,0.0392837,0.179017,0.00966663,4.24751,48.2394,2.12233,0.119406,0.199203,0.00326821,3.74425,50.0751,2.02935,0.0424901,0.182147,0.00983374,4.63931,48.8252
"801",2.20521,0.106964,0.203581,0.00416139,4.08133,50.2925,2.00617,0.0920495,0.200212,0.0054819,4.21889,48.565,2.00236,0.0860591,0.191342,0.00535802,3.9899,49.7081,2.12104,0.134611,0.217576,0.00123942,4.02653,51.4612
"802",2.10306,0.0674282,0.204326,0.00772038,4.68245,49.9443,2.02045,0.0639333,0.183626,0.00683529,4.03975,47.4013,2.23366,0.0582568,0.20097,0.00858738,3.94418,51.2987,1.98593,0.0850759,0.184613,0.00554028,4.52381,48.6674
"803",2.11282,0.0788038,0.180532,0.00670164,4.07134,49.8296,2.12194,0.0659496,0.206854,0.00816824,4.01675,48.8035,2.07426,0.104918,0.198219,0.00412273,4.10071,48.3036,1.94198,0.097162,0.189208,0.00391448,4.49816,47.77
"804",2.07906,0.110367,0.201214,0.00346087,4.3861,49.6552,2.18619,0.0879259,0.200469,0.00592467,4.02023,48.4175,2.13463,0.0415945,0.192747,0.00967259,4.44885,51.0383,1.94573,0.0999031,0.189218,0.00411065,4.50474,47.9578
"805",1.98949,0.0556231,0.169413,0.00840156,4.27818,49.9597,1.94506,0.053022,0.176565,0.00900967,3.9207,48.1496,1.81923,0.0839443,0.163535,0.00582534,4.05598,48.9043,2.12224,0.0616173,0.177854,0.0084079,4.5503,51.2448
"806",2.01187,0.0570215,0.166057,0.00802595,4.205,50.1501,2.25404,0.0910375,0.212019,0.00509239,4.8307,50.1455,1.77369,0.0672885,0.158333,0.0073109,4.02756,48.6358,2.02814,0.0535691,0.175956,0.00897967,3.85262,50.2035
"807",1.95888,0.148603,0.176509,0.000410408,4.3119,50.4187,2.13428,0.0903823,0.205719,0.0054073,4.35775,51.2288,1.74971,0.0764448,0.15729,0.00629735,4.0113,48.5177,2.02847,0.0541983,0.175299,0.00951319,3.84742,50.2141
"808",1.93927,0.146735,0.169132,0.000464439,4.21755,49.341,2.19403,0.0617721,0.204093,0.00875457,4.73026,50.8889,1.97412,0.0997737,0.1657,0.00495546,4.31579,49.4317,1.97789,0.0988459,0.187628,0.00521094,4.85269,50.1716
"809",2.24721,0.0220597,0.189296,0.0117361,4.27967,49.4334,2.13485,0.0213008,0.214718,0.0127511,4.16963,48.6832,2.18547,0.0791068,0.191327,0.00678019,4.00281,50.2576,2.14684,0.115224,0.215171,0.00328552,4.18531,49.8739
"810",2.02029,0.0312048,0.194419,0.0116702,3.75229,49.6217,2.08473,0.0481724,0.17889,0.00936379,3.99739,47.9241,1.93271,0.0568936,0.182039,0.00803623,4.52419,49.7116,1.96206,0.0433897,0.162707,0.00919613,4.36959,49.6585
"811",1.92785,0.0938652,0.16658,0.0053509,4.10787,49.3824,1.95413,0.0343092,0.163235,0.0101323,4.46513,49.7759,2.16905,0.104954,0.193224,0.00388312,4.02374,49.9547,2.18397,0.11459,0.219034,0.00285562,4.1396,49.8401
"812",1.87438,0.118113,0.186994,0.00263227,4.54285,49.0615,2.08489,0.0928624,0.21475,0.0051979,4.06881,49.9993,2.14178,0.0991333,0.189279,0.00482328,4.45931,49.0239,2.06034,0.0104047,0.174358,0.0122821,4.40822,50.2596
"813",2.16483,0.068836,0.191768,0.00772007,4.22359,50.1116,1.75456,0.114603,0.167071,0.00319145,4.31095,49.7097,2.14163,0.0929979,0.201682,0.0053447,4.45393,49.0685,2.23244,0.00238877,0.202588,0.0135826,4.11683,49.5785
"814",2.1194,0.0694748,0.174895,0.00740738,4.17044,50.8586,2.09515,0.044688,0.160913,0.00919168,4.64315,51.3506,2.34237,0.0371957,0.196342,0.0104876,4.15154,50.922,2.08388,0.0638308,0.177379,0.00835481,4.40555,51.408
"815",2.14181,0.10536,0.193747,0.00395452,4.10401,50.8955,2.09452,0.116187,0.223946,0.00285523,4.16962,49.5849,2.34535,0.0225224,0.222994,0.0124101,4.47187,50.7222,2.08453,0.0635297,0.177387,0.00850111,4.40667,51.4218
"816",2.16564,0.0206946,0.184863,0.0113675,4.04987,49.7159,2.30468,0.0425457,0.217458,0.0100766,4.1903,49.0552,2.49663,0.0152917,0.210206,0.0122631,4.2032,50.7829,2.0389,0.0604149,0.184761,0.00881944,4.42482,51.7116
"817",2.13089,0.0161332,0.200809,0.012417,3.91361,48.5884,2.03745,0.089165,0.195444,0.00461932,4.03089,48.4622,2.32556,0.0503235,0.218582,0.00920675,4.2886,48.0085,2.06225,0.0557923,0.169788,0.00878446,4.24701,50.6573
"818",2.13363,0.0151212,0.181093,0.0113967,4.03015,47.7835,2.01416,0.0382319,0.172632,0.0109345,4.67804,50.0031,1.82918,0.133066,0.14725,0.00220205,4.42252,50.6922,2.20278,0.017664,0.200424,0.0125792,4.05845,49.449
"819",2.01608,0.0462279,0.178018,0.00988191,4.00464,49.4162,2.01212,0.117061,0.167363,0.00273384,4.36957,50.528,2.07648,0.137041,0.213087,0.000446274,4.13793,48.4691,2.175,0.0117603,0.183481,0.01212,3.47882,50.9027
"820",2.09781,0.0816307,0.205901,0.00633936,4.6575,49.9947,2.03224,0.0363103,0.194814,0.00988108,3.93885,48.978,2.13708,0.143435,0.207634,0.000804079,4.2424,50.7724,2.03964,0.0225537,0.172256,0.0113936,4.27669,50.8832
"821",2.14254,0.0290515,0.168818,0.0101338,4.48564,50.8429,2.03979,0.0500059,0.179841,0.00951443,3.98849,48.5336,2.24623,0.111587,0.210879,0.00333502,4.31537,50.4005,2.05097,0.022818,0.171105,0.0114683,4.26955,50.8459
"822",2.07085,0.109498,0.193274,0.00399326,3.56087,51.2025,2.06232,0.0258064,0.190399,0.0118833,3.98028,48.4023,2.09435,0.015162,0.164536,0.0120665,3.8969,51.3902,2.26803,0.0238861,0.210732,0.0119165,4.40937,49.9215
"823",2.05633,0.0948281,0.188203,0.00494783,4.25664,50.3844,2.26309,0.128711,0.208442,0.00272184,4.41016,51.8318,1.84956,0.138579,0.183912,0.00120626,4.20634,49.4794,1.9347,0.113061,0.184667,0.00273927,3.89138,48.9635
"824",2.02939,0.0635172,0.185632,0.00852503,4.30859,51.3729,2.31895,0.0254066,0.214836,0.0108934,4.74188,50.7408,1.8687,0.124254,0.154977,0.00319895,4.07792,50.3096,2.08304,0.00476837,0.17971,0.0136809,4.10874,50.2663
"825",2.03536,0.110182,0.185589,0.00293987,4.13891,48.3165,2.29276,0.021722,0.209147,0.011767,4.80015,50.6675,2.25806,0.0498764,0.218976,0.00961293,4.26851,49.4443,2.1038,0.00482446,0.1889,0.0139014,4.36964,50.081
"826",2.17532,0.108021,0.19005,0.00367944,4.37492,51.4879,2.3247,0.0397477,0.197896,0.0101228,4.05408,50.9778,2.20593,0.0294488,0.22555,0.0121532,4.26645,49.8939,2.29451,0.0304746,0.199332,0.0098023,3.94803,49.7262
"827",2.09452,0.0420883,0.205369,0.00954205,4.14532,48.6674,2.2786,0.0355194,0.215904,0.0104755,4.31994,50.9109,2.02294,0.115623,0.185062,0.00321881,4.10226,50.3082,2.06139,0.0283427,0.179805,0.0120529,4.48679,49.2397
"828",1.94232,0.119492,0.186449,0.00318693,4.03567,50.1159,2.09951,0.0562497,0.180504,0.00804307,4.16454,49.7256,2.0334,0.084288,0.196867,0.00595655,4.1606,49.522,2.31626,0.0318303,0.217723,0.00988163,4.17407,49.5857
"829",1.97162,0.117447,0.181228,0.00266943,4.27675,49.8222,1.99007,0.0528433,0.183033,0.00963763,4.72379,50.9745,2.13634,0.0936839,0.19355,0.00510656,4.07113,49.848,2.23442,0.0364193,0.219733,0.0100894,4.15075,49.6159
"830",2.14808,0.0324301,0.190316,0.010534,3.88084,48.7639,2.06689,0.147515,0.185845,0.000480613,4.34545,50.6047,2.15331,0.0750549,0.206906,0.0070838,4.473,49.7408,2.2946,0.0712884,0.202551,0.00722113,3.94724,48.8939
"831",1.93806,0.146919,0.183466,0.000577282,4.65439,50.6516,1.77474,0.128729,0.159666,0.00179672,4.59123,51.3825,1.99761,0.0704792,0.185428,0.00678957,4.47521,50.3618,2.38447,0.0147963,0.23455,0.0133145,3.99882,49.4161
"832",1.99291,0.0970081,0.169412,0.00470638,4.16029,48.455,2.04602,0.0548052,0.180392,0.00786286,4.45546,48.3985,1.92827,0.0587426,0.168781,0.00840514,4.38682,48.6883,2.37019,0.0302797,0.209069,0.0113372,4.28912,50.2637
"833",1.92435,0.0937738,0.174106,0.00536279,4.21468,48.2956,1.99485,0.100627,0.205977,0.00456771,4.43326,49.146,1.92454,0.0515883,0.181677,0.00939987,4.34316,48.2599,1.93988,0.0883406,0.180753,0.00607185,4.32952,48.8213
"834",2.08726,0.0805798,0.176212,0.00688678,4.35178,51.8288,2.19884,0.0793947,0.189809,0.00655082,4.35528,50.5804,2.18078,0.0977346,0.208564,0.00552882,4.41245,50.4402,1.86662,0.137367,0.180711,0.00118173,4.40023,50.0775
"835",2.24214,0.0835107,0.212152,0.00600069,4.03506,49.9575,2.04875,0.0807589,0.193153,0.00639506,4.32645,50.8523,2.05272,0.0471268,0.174962,0.00850998,3.96062,50.0694,2.05807,0.0318749,0.195747,0.0112313,3.97669,49.1681
"836",1.94912,0.0829618,0.17382,0.00606719,4.18642,48.9124,2.09197,0.132535,0.192668,0.00163829,4.3973,50.7152,2.0094,0.0780351,0.191291,0.00716393,3.66098,49.6564,2.01589,0.111923,0.182505,0.00329759,4.55703,50.4512
"837",2.08001,0.0905859,0.193927,0.00569565,4.39695,50.7185,2.16784,0.016817,0.198233,0.0124194,4.01359,50.0829,2.11948,0.0548215,0.198557,0.00892927,4.51664,49.0147,2.0943,0.115756,0.198638,0.004061,4.6385,51.2072
"838",2.0694,0.0801009,0.194659,0.00661659,4.32568,50.571,2.10562,0.0243162,0.172134,0.0111737,4.39553,49.9863,2.20697,0.119948,0.21629,0.00237574,4.03381,50.6327,1.91783,0.0410766,0.172663,0.0105703,3.88456,48.5647
"839",2.1231,0.064563,0.19127,0.00793931,4.59174,49.0912,2.23452,0.114022,0.236158,0.00289087,4.1561,49.499,2.10805,0.0945592,0.198679,0.0049223,4.10532,50.2915,1.85187,0.0439533,0.179841,0.0107575,3.97848,49.2466
"840",2.01006,0.0947651,0.205287,0.00455407,4.39149,48.3412,2.2755,0.0811389,0.211288,0.00627436,4.77324,50.35,2.16634,0.071978,0.199367,0.00681247,4.55451,50.0592,2.3286,0.047272,0.190355,0.00866677,3.86917,48.8944
"841",2.17761,0.0661576,0.205045,0.00745868,4.39634,48.9694,2.19277,0.11942,0.215759,0.00291491,4.61694,50.2368,2.11135,0.0046179,0.174272,0.0121107,4.20926,48.8163,2.24644,0.0366489,0.197837,0.0103512,3.8055,48.8335
"842",2.17813,0.0467772,0.200811,0.0096371,4.53325,48.8742,2.05958,0.00838891,0.175448,0.0122484,3.78816,49.9409,2.17983,0.000191249,0.200624,0.0139478,4.507,51.3022,2.02605,0.0278242,0.201166,0.0113819,4.08492,47.848
"843",2.03715,0.0594352,0.195053,0.00838751,4.51757,49.1736,2.12621,0.0169358,0.17857,0.0121186,3.9105,50.4082,2.18769,0.000196184,0.201674,0.0143284,4.51147,51.3926,2.0337,0.0262844,0.201298,0.0114609,4.10243,47.8561
"844",2.0327,0.101098,0.196131,0.00429104,4.00762,50.0314,2.23513,0.0288905,0.184805,0.0108855,4.1456,50.2171,2.42663,0.00166246,0.197268,0.0127623,3.56639,50.4125,2.14893,0.0873898,0.191661,0.00565457,3.86254,50.7582
"845",2.09603,0.0622757,0.184226,0.0077208,4.36098,49.3372,2.20919,0.021238,0.181545,0.0113541,4.35623,49.5901,1.84187,0.121662,0.185696,0.00285459,5.02493,50.5636,2.02793,0.0407598,0.163312,0.00911555,4.09606,49.7622
"846",2.07743,0.10446,0.212844,0.00388927,4.38975,49.7625,2.05109,0.0140879,0.175705,0.0130269,4.65956,51.6009,2.19447,0.140113,0.213371,0.00083592,3.50867,49.5672,2.28998,0.0993318,0.229705,0.00487337,4.4738,49.8065
"847",2.19782,0.120558,0.209929,0.00258002,4.30567,51.0377,2.18702,0.0210973,0.189925,0.0119583,4.28224,48.8868,2.33318,0.0357292,0.199248,0.0109538,3.99578,51.8848,1.84299,0.0958514,0.161907,0.00511787,4.08212,49.7155
"848",1.95116,0.138893,0.182223,0.000777123,4.15828,48.2356,2.25752,0.0168406,0.193755,0.0118593,4.28123,49.1598,2.08738,0.00291655,0.16825,0.0125443,4.284,49.4822,2.14943,0.0427794,0.191598,0.0100229,4.29832,50.6309
"849",2.00536,0.143847,0.20677,0.00016421,4.35638,51.6028,1.97011,0.117118,0.1601,0.00318594,4.30882,50.2778,1.93975,0.140351,0.206769,0.000310735,4.21954,50.4672,2.02726,0.0771828,0.190231,0.00650508,3.99129,49.6807
"850",1.95037,0.0988419,0.202557,0.00465251,4.02705,48.5928,2.4088,0.0644304,0.238928,0.00827931,4.16274,50.2076,2.24265,0.0332279,0.173719,0.00978716,4.33932,49.284,1.97696,0.0752458,0.192286,0.00697422,4.04901,50.2126
"851",2.0119,0.0888229,0.190437,0.00494009,3.91358,48.4314,2.20711,0.135652,0.231421,0.000601635,4.29634,49.6833,2.04163,0.0901917,0.204376,0.00568788,4.60028,49.6911,1.97423,0.0773733,0.192374,0.00706259,4.03214,50.2288
"852",2.01016,0.0501504,0.167434,0.00899638,4.42452,50.051,2.00083,0.0560213,0.171042,0.00825757,4.18495,50.1631,2.1797,0.0415532,0.201004,0.00986466,3.97355,50.2623,2.21313,0.119466,0.235784,0.00201243,4.29107,50.598
"853",2.04478,0.0920287,0.202667,0.0048229,4.43192,48.5533,2.0067,0.0463024,0.163001,0.00962724,4.29215,50.3751,2.2868,0.0445319,0.202408,0.0102096,3.8905,50.9168,2.3165,0.138663,0.230504,0.00101081,4.03042,49.4466
"854",2.26351,0.0721972,0.209097,0.00720262,4.20171,50.5741,2.09096,0.0440622,0.18085,0.0093318,4.4176,51.2213,1.92521,0.0222174,0.168539,0.0113889,4.2974,48.2735,2.10083,0.130689,0.221692,0.00158253,3.9978,49.3518
