"","X1.k_PlasKid","X1.k_ePlas","X1.k_KidPlas","X1.k_eKid","X1.k_AccuKid","X1.k_KidAccu","X1.scale","X1.Plasma0","X2.k_PlasKid","X2.k_ePlas","X2.k_KidPlas","X2.k_eKid","X2.k_AccuKid","X2.k_KidAccu","X2.scale","X2.Plasma0","X3.k_PlasKid","X3.k_ePlas","X3.k_KidPlas","X3.k_eKid","X3.k_AccuKid","X3.k_KidAccu","X3.scale","X3.Plasma0","X4.k_PlasKid","X4.k_ePlas","X4.k_KidPlas","X4.k_eKid","X4.k_AccuKid","X4.k_KidAccu","X4.scale","X4.Plasma0"
"2457",2.31103,0.0472441,0.212807,0.00593716,0.000420881,0.00398292,4.19984,49.8583,2.04536,0.0543516,0.166539,0.0055431,0.000545387,0.00406161,4.07388,51.2629,2.153,0.0780727,0.208529,0.00359668,0.000522712,0.00474722,3.93864,50.1269,2.25212,0.0951108,0.19485,0.0013288,0.00044655,0.00508623,3.60784,50.0536
"2458",2.25883,0.09044,0.221932,0.00226855,0.000633183,0.00508649,4.03299,50.065,2.23771,0.0233423,0.225171,0.00780608,0.000389639,0.00528235,3.65949,47.9281,2.07553,0.0874151,0.190738,0.00215612,0.000463662,0.00462995,3.92569,50.0154,2.05028,0.0776185,0.223288,0.00196022,0.000508646,0.00485734,3.70504,48.7484
"2459",2.31944,0.0139766,0.208673,0.00920805,0.000395245,0.00517789,3.55789,51.4671,2.08773,0.0977614,0.207825,0.000872442,0.000439517,0.00500788,3.56377,50.0624,2.07131,0.0396286,0.194201,0.00673087,0.000342998,0.00430871,3.87076,48.8754,2.03858,0.0226432,0.199185,0.0090289,0.00056539,0.00457722,4.10385,49.33
"2460",2.21572,0.0786014,0.198462,0.00281773,0.000369281,0.0047074,3.56797,50.3084,2.17243,0.0999307,0.198821,0.00137057,0.000396815,0.00537264,3.44746,51.4493,1.99193,0.0464064,0.197967,0.0064994,0.000467341,0.00431309,4.19579,48.1188,2.27034,0.078999,0.215663,0.00305274,0.000406216,0.00520228,3.79742,49.9788
"2461",1.93844,0.059451,0.194986,0.0041875,0.000400878,0.00510924,3.66298,48.399,2.167,0.0858624,0.209587,0.00220978,0.000376601,0.00504087,3.56103,50.9394,2.00603,0.0403175,0.183428,0.00669064,0.000519611,0.0043786,4.43243,47.6674,2.28415,0.0574169,0.229476,0.00414673,0.000401132,0.00544608,3.27075,49.7171
"2462",2.13958,0.0593539,0.194302,0.00500833,0.000384357,0.00504951,3.53695,51.3314,1.89296,0.0252202,0.170426,0.00724563,0.00045416,0.0050442,3.56338,47.697,2.00374,0.02756,0.182972,0.00717147,0.000504498,0.0040111,4.11693,47.181,2.13263,0.0689995,0.203139,0.00430844,0.000559426,0.00412879,4.26748,49.7706
"2463",2.09226,0.0584846,0.2101,0.00559951,0.000560423,0.00421507,4.70132,48.6953,1.98975,0.0239059,0.182124,0.00833269,0.000480603,0.00509703,3.68714,48.9518,2.02589,0.00805278,0.199357,0.0100413,0.000431912,0.00444155,4.05228,49.3063,2.18213,0.0353654,0.208658,0.00784578,0.000506602,0.0047908,4.20063,48.8738
"2464",2.11184,0.0464393,0.198464,0.00650174,0.000473102,0.00462749,3.8669,51.7796,2.50511,0.0632658,0.250249,0.00521255,0.000453087,0.00440437,4.15949,50.9465,2.29085,0.0349199,0.227358,0.00696199,0.0004701,0.00390156,4.30154,47.9762,2.2877,0.0613699,0.200018,0.00505085,0.000359166,0.00392378,4.25834,49.7407
"2465",2.20502,0.0499849,0.184775,0.00611039,0.000541852,0.00438255,3.9026,51.7179,2.20814,0.0995911,0.234912,0.000210073,0.000432992,0.0057471,3.52388,49.6803,1.96995,0.114294,0.174734,0.00116294,0.000620126,0.00473182,4.16578,50.8819,2.2863,0.104369,0.236555,0.00118281,0.000703799,0.00521414,4.02583,49.3504
"2466",2.24667,0.0599712,0.227342,0.00496222,0.000491523,0.0049537,4.05015,49.2596,2.22377,0.00722517,0.191207,0.00915427,0.000403447,0.00441444,3.75395,49.9974,2.2855,0.0305421,0.186478,0.00671819,0.000378884,0.00449039,3.79909,48.872,2.42921,0.0904128,0.233359,0.00175622,0.000329259,0.00444483,3.91561,49.7002
"2467",2.33733,0.0184262,0.241875,0.00887258,0.0004332,0.00509071,3.83133,49.4921,2.12089,0.110608,0.223053,0.000383785,0.000521558,0.00462008,4.44219,49.6797,2.10887,0.122136,0.210715,0.000407887,0.000567348,0.00501305,4.27174,50.2621,2.25805,0.0172594,0.223434,0.010086,0.000772201,0.00484611,4.27511,48.9151
"2468",2.28018,0.0347239,0.206991,0.00670739,0.000411496,0.00476018,3.79407,49.4718,2.11703,0.105334,0.206458,0.000535676,0.000543508,0.0043749,4.11445,49.2944,2.10904,0.0516267,0.197961,0.00496341,0.000441371,0.00485443,3.85802,48.6533,2.30611,0.0160033,0.205563,0.0097905,0.00066782,0.00477377,4.34785,48.7136
"2469",2.26782,0.0684292,0.243753,0.00407921,0.000430643,0.00461391,4.16499,50.3485,2.27896,0.00997529,0.216236,0.010077,0.000449096,0.00500454,3.70877,49.8127,2.42694,0.0735762,0.237971,0.00291491,0.000429832,0.00496824,3.67551,51.1307,2.23862,0.029861,0.213588,0.00865047,0.000387109,0.00457614,4.27949,49.3536
"2470",2.24623,0.0238706,0.207728,0.0088212,0.000478143,0.00481426,3.60802,50.2933,2.1725,0.0539976,0.209899,0.00570592,0.000402389,0.00464365,3.91476,49.5575,2.05585,0.0579603,0.194494,0.00530629,0.000388637,0.00533184,3.57966,48.7093,2.22357,0.0249413,0.231496,0.0089053,0.000424711,0.00438242,4.1191,49.0786
"2471",2.28011,0.0224332,0.214977,0.00893465,0.000477138,0.00499336,3.90263,50.4487,2.17682,0.0507314,0.196565,0.00556013,0.000467207,0.00481992,3.70079,50.0538,2.20814,0.0712946,0.224229,0.00352592,0.000456679,0.00479294,3.84227,50.8801,2.10433,0.0134637,0.207901,0.0089336,0.000333569,0.00490038,3.91784,48.1245
"2472",1.99723,0.04946,0.169762,0.00477822,0.000303495,0.00520913,3.27892,49.0112,2.43204,0.0846416,0.247012,0.00321701,0.000361227,0.00427833,4.32489,50.5621,2.25525,0.0585519,0.223124,0.00475674,0.000351883,0.00511776,3.46234,49.8875,2.37184,0.0127226,0.248739,0.0108474,0.000669468,0.00491154,4.38988,50.6846
"2473",1.94916,0.0233789,0.184888,0.00796713,0.000280124,0.00505056,3.43904,48.7747,2.37492,0.102146,0.237264,0.000952177,0.000543993,0.00442637,4.31249,50.1198,2.16138,0.0573687,0.21322,0.00424605,0.000306607,0.0053565,3.31577,48.9009,2.45698,0.0104478,0.223441,0.010694,0.000684596,0.00463168,4.19659,50.0403
"2474",2.30309,0.00634782,0.224607,0.0106384,0.000488439,0.0053976,3.48047,49.4939,2.38497,0.107724,0.238118,0.00092593,0.000540488,0.00441519,4.3157,50.1841,2.13675,0.0915852,0.201929,0.00284299,0.000699769,0.00430762,4.32503,51.5146,2.27833,0.0648433,0.232831,0.00459504,0.000437016,0.00457866,4.20356,48.6609
"2475",2.4614,0.0143629,0.215522,0.00879799,0.000500151,0.00484534,3.75346,49.6579,2.29314,0.102819,0.238279,0.000828683,0.000457755,0.00458866,4.0467,51.0284,2.26902,0.0962738,0.256336,0.00141476,0.000616292,0.0044106,4.68384,48.5946,2.35825,0.0325004,0.231329,0.00757742,0.000523204,0.00497529,3.78383,50.4304
"2476",2.21826,0.0824594,0.210835,0.00221077,0.000414375,0.00482268,3.417,49.5475,1.94194,0.0351961,0.1911,0.00721151,0.000484967,0.00467578,3.87621,48.7595,2.4332,0.112018,0.235901,0.000309539,0.000439838,0.00442199,4.13996,50.1174,2.12603,0.0945083,0.192489,0.00233904,0.000426928,0.00437781,4.36472,49.5079
"2477",2.16987,0.06473,0.203439,0.00515249,0.000642723,0.00406521,4.3807,49.855,2.03372,0.0826993,0.191135,0.00260001,0.000427286,0.00420998,3.82658,50.9422,2.40455,0.0660383,0.245386,0.00483966,0.000460417,0.00435438,4.34274,49.4441,2.62572,0.00917354,0.242904,0.010043,0.000470264,0.00473392,4.1826,49.8052
"2478",2.25575,0.0631723,0.212314,0.00401193,0.00038631,0.0050117,3.52343,49.5262,2.19656,0.10974,0.23404,0.000257679,0.000530741,0.00482659,4.18772,48.5351,2.03887,0.0886976,0.20045,0.00252127,0.000526469,0.00477813,3.95925,50.0311,2.56809,0.0124065,0.253052,0.00966412,0.000465057,0.00475144,4.03376,49.4882
"2479",2.26512,0.0570577,0.219587,0.00471859,0.000403006,0.00481414,3.75086,49.2943,2.43445,0.0824641,0.273157,0.00311644,0.000677358,0.00526015,4.37969,48.5418,2.43157,0.0302908,0.244618,0.00796047,0.000354076,0.00507633,3.67656,49.9985,2.45232,0.009379,0.231566,0.00977786,0.000404031,0.00513456,3.56542,51.2075
"2480",1.77767,0.107731,0.173959,0.000622153,0.00056145,0.00468745,4.06404,49.9444,2.3429,0.0624054,0.259236,0.00446217,0.000517955,0.00528966,3.96962,48.2405,2.0307,0.0812644,0.195137,0.0022788,0.000414111,0.00526582,3.54137,49.9911,2.07826,0.108615,0.216191,0.000582532,0.00060735,0.00446743,4.6608,48.7831
"2481",2.09509,0.108652,0.207362,0.0003261,0.000394729,0.00425804,4.14511,50.2927,2.15936,0.0693575,0.190993,0.0035442,0.000346382,0.00498421,3.40708,51.8353,2.16427,0.0790239,0.197747,0.00272184,0.000317074,0.005364,3.28934,51.0472,2.0813,0.108299,0.219758,0.000637265,0.00061999,0.0045305,4.54635,48.8129
"2482",2.24519,0.109282,0.213103,0.000350013,0.000484164,0.00437496,4.00225,49.1923,2.15853,0.0319192,0.201169,0.00775221,0.000460863,0.00495107,3.79465,49.3569,2.13333,0.0837564,0.203805,0.00219159,0.000307742,0.00544097,3.30677,51.1901,2.1964,0.0336691,0.206434,0.00694017,0.000409057,0.00523205,3.52187,49.157
"2483",2.30812,0.0405704,0.236409,0.00795454,0.000492646,0.00541982,3.97986,51.1175,2.34417,0.0520551,0.225325,0.00564796,0.000490745,0.00447998,3.99947,50.2411,2.19505,0.106118,0.216604,0.000345664,0.000442783,0.00439266,4.03238,50.5601,2.1592,0.0514349,0.215069,0.00541085,0.000360784,0.0052114,3.68563,49.8879
"2484",2.26454,0.0629494,0.20955,0.00422926,0.000414259,0.00495972,3.72263,48.9455,2.08868,0.104142,0.215164,0.00143082,0.00052331,0.0044325,4.50134,49.7671,2.21719,0.00549186,0.195865,0.00990894,0.000408085,0.0047021,3.72261,48.9143,2.08304,0.0416888,0.178881,0.00572073,0.000393124,0.00497554,3.40484,49.7409
"2485",1.98654,0.100384,0.206064,0.000609687,0.000422202,0.00546576,3.54052,49.4995,2.36938,0.0478856,0.228048,0.00573148,0.000385829,0.00464955,3.77395,50.3037,2.27242,0.113575,0.225595,0.000318106,0.0004485,0.00438924,4.21955,50.6855,2.32683,0.109159,0.237711,0.00023656,0.000602904,0.00421268,4.33649,49.3827
"2486",1.93788,0.0905328,0.204353,0.00226779,0.000446114,0.00582788,3.66488,49.952,2.10571,0.0805139,0.205114,0.00200632,0.000366711,0.00552554,3.42447,49.6554,2.03632,0.0221353,0.19148,0.00862639,0.000588819,0.00447579,4.10275,49.2133,2.27424,0.108393,0.24733,0.000229102,0.000413833,0.00423816,4.53931,50.2637
"2487",2.2217,0.0543968,0.213592,0.00525712,0.00058076,0.00506242,3.70641,49.1234,2.39153,0.113185,0.251472,0.000225142,0.000533399,0.00453451,4.46779,50.7406,1.9798,0.0798988,0.18521,0.00351626,0.000523803,0.00398155,4.33866,50.1302,2.1716,0.117988,0.203612,9.82127e-05,0.000593505,0.00434736,4.0596,50.6527
"2488",2.00585,0.0484476,0.205097,0.00681851,0.000561122,0.00494404,4.23047,49.0758,1.97833,0.00110867,0.187806,0.00981341,0.000398304,0.00503027,3.65242,46.7204,2.39921,0.0400523,0.234114,0.00667372,0.000414507,0.0052938,3.67645,49.8094,2.14972,0.111717,0.229264,0.000226371,0.000463181,0.0047423,4.08832,51.2473
"2489",1.99928,0.0701398,0.19363,0.00369963,0.000503951,0.00491025,3.92055,49.138,2.03592,0.00153643,0.188918,0.00949615,0.000394655,0.00479575,3.55395,47.2289,2.63366,0.075294,0.27226,0.00323151,0.000456988,0.00482944,3.77276,50.8229,2.19791,0.11114,0.199943,0.000564793,0.000486911,0.00431662,3.99741,50.5763
"2490",2.21954,0.0972962,0.222055,0.000614425,0.000364644,0.00497996,3.59836,49.9419,2.0106,0.00156179,0.19666,0.0102413,0.000351435,0.00511905,3.93201,48.1041,2.00991,0.019469,0.173643,0.00806419,0.000469173,0.00495058,3.59814,48.8192,2.11889,0.110139,0.217805,0.000583164,0.000528662,0.00455102,4.39892,50.9711
"2491",2.10987,0.0576548,0.198188,0.00542335,0.000535514,0.00485824,3.80054,50.9053,2.41729,0.0141511,0.229747,0.00816826,0.000408073,0.00484781,3.48694,48.4509,2.46026,0.108348,0.255939,0.0009709,0.000512504,0.00469479,4.35335,49.9075,2.18767,0.032203,0.207012,0.00773126,0.000545146,0.00458921,4.20479,48.4402
"2492",2.07301,0.0653525,0.201477,0.00479117,0.000499385,0.00432436,4.43066,48.2259,2.11534,0.0985053,0.200208,0.00147246,0.000518303,0.00404423,4.36097,48.5418,2.17876,0.110494,0.227323,4.85358e-05,0.000593394,0.00532693,4.13846,48.2969,2.2639,0.0185423,0.201424,0.00944016,0.000548087,0.00434781,4.22426,50.6694
"2493",2.46967,0.0583647,0.246359,0.00569322,0.000444163,0.00519038,3.74997,51.528,2.41253,0.105818,0.259296,0.000907516,0.00052176,0.00525274,4.12739,49.7579,2.15328,0.118397,0.210045,1.2242e-05,0.000404568,0.0042008,4.32794,52.0824,2.00058,0.0827628,0.199443,0.00243401,0.000427026,0.00484952,3.72883,49.2517
"2494",2.62286,0.0894763,0.269451,0.00273102,0.000485888,0.0050859,3.90457,51.611,2.03196,0.00211615,0.168062,0.00997053,0.000543324,0.00420368,3.6944,50.912,2.11368,0.111664,0.216236,1.74456e-05,0.000443308,0.00422076,4.33078,51.8938,2.3518,0.0871722,0.239721,0.00273099,0.000603445,0.00438224,4.40119,50.4542
"2495",1.96971,0.0988774,0.211256,0.000697018,0.000389112,0.00490926,3.98249,48.2548,1.89382,0.00242952,0.176653,0.00957481,0.000322137,0.00464127,3.60499,48.0168,2.23353,0.119315,0.195307,1.46836e-05,0.000428778,0.00396087,4.39748,49.8288,2.33372,0.10298,0.237861,0.000795632,0.0005094,0.00463675,4.19843,51.1177
"2496",2.18626,0.0285114,0.194659,0.00747424,0.000430603,0.00458919,3.64402,49.6985,2.546,0.0935425,0.269292,0.00247508,0.000623986,0.00488917,4.04133,51.6574,2.12988,0.0966091,0.252054,3.22385e-05,0.000435581,0.00523883,3.8289,49.3366,2.19444,0.056639,0.20496,0.00570422,0.000486975,0.00456028,4.05415,50.577
"2497",2.21876,0.0088473,0.229525,0.0100315,0.000393628,0.00560938,3.63701,49.2221,2.51339,0.0792789,0.293151,0.00217208,0.000346125,0.00525004,3.69019,48.8124,2.06031,0.0776951,0.19413,0.00283923,0.000390624,0.004626,3.83438,50.0022,2.10082,0.0874325,0.231849,0.00174736,0.000432683,0.00495261,4.01446,48.3151
"2498",2.18105,0.0189942,0.216473,0.00916708,0.000361159,0.0049398,3.79196,49.2469,2.15243,0.0381071,0.188606,0.0074258,0.000691078,0.00384809,4.66915,50.0203,2.11886,0.0879747,0.198984,0.00202682,0.000390887,0.00465056,3.83511,49.9186,2.35104,0.0236114,0.214323,0.00942892,0.00053214,0.00437181,4.21899,51.6077
"2499",2.06219,0.0631381,0.187183,0.00457182,0.000410677,0.00434875,4.08052,50.1133,2.27084,0.0489394,0.174797,0.00606095,0.000674716,0.00377507,4.12365,50.1686,2.54486,0.0082704,0.238486,0.0102855,0.000473129,0.00441522,4.12534,50.5308,1.9908,0.0928743,0.200293,0.00170759,0.000463767,0.00479178,4.04771,48.0954
"2500",2.01622,0.0832479,0.190786,0.00223682,0.000434464,0.00438256,3.85674,49.2939,2.18388,0.061872,0.173482,0.0050462,0.00059469,0.00408457,4.29719,49.8734,2.22132,0.0134526,0.202764,0.00934827,0.000529305,0.00459131,4.1712,49.0808,1.97848,0.0969262,0.17996,0.00140263,0.000436458,0.00477225,3.78738,48.5896
"2501",1.9071,0.0951004,0.191793,0.00175501,0.000451518,0.00469691,4.33809,49.7494,2.16412,0.027623,0.200384,0.00862,0.000459646,0.00374113,4.19111,50.3877,2.23595,0.0135372,0.207865,0.00996818,0.000520126,0.0043278,4.23402,49.0394,2.01102,0.0650214,0.197489,0.00537053,0.000428803,0.0040586,4.61455,49.9417
"2502",1.90445,0.100365,0.19655,0.00163246,0.000468818,0.00468399,4.34028,49.7738,2.28132,0.0761894,0.211516,0.00460674,0.000457703,0.00459155,4.17422,49.7449,2.09891,0.00553156,0.214908,0.0109099,0.000499023,0.00447363,4.29258,48.1037,2.17338,0.102382,0.196501,0.00188768,0.000558432,0.00330499,4.76245,49.2478
"2503",2.3359,0.112927,0.233995,0.000381426,0.000447156,0.0045422,4.15047,50.8434,2.23224,0.0784994,0.213905,0.00412443,0.000473292,0.00471872,4.02718,49.5176,2.13069,0.103371,0.220159,0.000283267,0.000415318,0.00468346,3.93536,51.6718,1.98104,0.0360202,0.187307,0.00787499,0.000377834,0.00455487,4.02189,50.1436
"2504",2.31157,0.0956051,0.220797,0.00157044,0.000420322,0.00461759,3.90317,51.562,2.2302,0.0814249,0.2232,0.00213725,0.000391375,0.00452282,3.84054,50.3155,2.17167,0.0686165,0.21634,0.00374392,0.000491222,0.00504649,3.71127,50.479,2.24271,0.0493261,0.197596,0.00649696,0.000557339,0.00437165,3.95433,50.4696
"2505",2.3014,0.034091,0.241737,0.0078772,0.000505035,0.00511647,3.93412,49.0512,1.95618,0.0874751,0.177475,0.0027305,0.0005853,0.00449607,4.19696,49.1094,2.10704,0.0687173,0.208092,0.00338915,0.000449365,0.0054958,3.59414,50.1943,2.28994,0.0323238,0.212467,0.00790162,0.000548041,0.00477,3.916,51.0012
"2506",2.05043,0.101345,0.223578,0.000864116,0.000561469,0.00481873,4.31391,48.0397,1.93129,0.0636786,0.193687,0.00544598,0.000716362,0.00462368,4.50527,48.9888,2.16643,0.0267817,0.212539,0.00745694,0.00028978,0.00599365,3.22024,50.9419,2.44778,0.0284819,0.235122,0.00816876,0.000416701,0.00458282,3.93629,50.4796
"2507",2.24231,0.0222493,0.200491,0.00852504,0.000470123,0.00421003,3.94175,51.5486,1.9214,0.0666619,0.185426,0.00527263,0.000691774,0.00438976,4.4646,48.68,2.19937,0.0236708,0.213507,0.00749885,0.000304922,0.00591072,3.08388,51.1486,2.24545,0.0922767,0.225635,0.00245964,0.000529655,0.00500623,4.04818,50.3765
"2508",2.14017,0.0753832,0.20029,0.00423977,0.000474557,0.00425515,4.30996,52.129,1.93185,0.056913,0.183951,0.00576903,0.000664704,0.00448203,4.46983,48.9189,2.34046,0.0577873,0.251865,0.00552395,0.00050481,0.00501814,4.36471,49.1779,2.23991,0.0701745,0.229246,0.0032885,0.000456236,0.00430682,4.18707,48.6212
"2509",2.03797,0.0941042,0.20165,0.000827516,0.000448096,0.00482207,3.94108,47.3881,2.11906,0.0988481,0.201858,0.00169619,0.000407903,0.00443796,4.02854,49.9575,2.32083,0.0523527,0.257635,0.00524748,0.000498777,0.00487645,4.08569,48.5195,2.21631,0.0515774,0.220234,0.00625391,0.000400739,0.00461148,3.97762,50.0444
"2510",2.09462,0.0456402,0.205617,0.00802698,0.00060577,0.00500107,4.41471,50.3558,2.05422,0.0593135,0.204209,0.00441698,0.000357021,0.00456019,4.02094,48.4436,2.20949,0.0546517,0.227298,0.00427761,0.000317909,0.00496136,3.58291,48.8552,2.14342,0.0578478,0.220189,0.00462794,0.000477387,0.00555047,3.65844,49.89
"2511",2.10379,0.0502152,0.206528,0.00623354,0.000588638,0.00473236,4.17481,50.4243,2.03906,0.0604009,0.216179,0.00477023,0.000358338,0.00471681,4.16497,48.6239,2.20307,0.0486561,0.231534,0.00561534,0.000340247,0.00499041,3.68366,48.3974,2.10923,0.0554776,0.224935,0.00526561,0.000473298,0.00587824,3.83803,49.6263
"2512",2.21801,0.06128,0.223791,0.00505152,0.000432847,0.00428438,4.44113,49.602,2.00538,0.0581436,0.197881,0.00616329,0.00066985,0.00427969,4.77431,49.9811,2.22691,0.0755576,0.219411,0.00335669,0.000360591,0.00447412,4.05285,48.494,2.22222,0.0999267,0.20117,0.00157139,0.000521936,0.00488717,3.58845,50.245
"2513",2.18853,0.0841813,0.226654,0.00248621,0.000479542,0.00544038,3.56235,50.6149,1.96727,0.0419315,0.194541,0.00577452,0.000373411,0.00467284,3.82649,48.2437,1.933,0.0829454,0.175533,0.00303298,0.000443573,0.00451646,4.09231,50.196,2.16783,0.00998302,0.221296,0.0100924,0.000462816,0.0044933,4.04794,50.5753
"2514",2.25297,0.102104,0.232349,0.000431718,0.000437009,0.005353,3.63066,51.2133,2.11327,0.0792499,0.20903,0.00241448,0.000392649,0.00480442,3.78408,49.2982,1.86865,0.0738878,0.178823,0.00330674,0.000421071,0.00455266,3.93424,50.5565,2.55014,0.0524756,0.244869,0.00621806,0.000563084,0.00422413,4.19285,50.0265
"2515",2.23561,0.00157521,0.203892,0.0100876,0.000456875,0.00423435,4.31245,48.6639,2.0372,0.0594149,0.19853,0.00541809,0.000521623,0.00478871,4.25815,49.8264,2.17313,0.022748,0.223799,0.00917007,0.000425152,0.00529387,3.81427,49.4344,1.87672,0.0814531,0.177985,0.00271989,0.000435972,0.00487241,3.76414,48.5652
"2516",2.15546,0.00191751,0.219058,0.0117149,0.000503691,0.00448709,4.22385,49.0536,2.2492,0.0898917,0.233074,0.00121143,0.000410025,0.00504615,3.87377,48.2629,1.99039,0.0828583,0.170701,0.00312484,0.000493345,0.00436308,3.77301,49.2699,1.95961,0.0928381,0.189191,0.000820567,0.000392349,0.00504463,3.4401,50.6165
"2517",2.18889,0.00461926,0.201381,0.0101431,0.000430561,0.00433074,4.3099,49.0443,2.05453,0.0183418,0.192608,0.00761766,0.000323825,0.00502684,3.24332,50.2582,1.99507,0.0646684,0.216072,0.00418336,0.000501141,0.00522089,4.24814,48.6969,2.16633,0.0555902,0.200826,0.00524122,0.000469517,0.00447982,3.85715,51.6698
"2518",2.28995,0.03499,0.197909,0.00741042,0.000474078,0.00408958,4.38247,50.1255,2.14805,0.0605206,0.207273,0.00508119,0.000387411,0.00548528,3.7528,49.1661,2.21139,0.0574661,0.211737,0.00539648,0.000512246,0.00497716,3.75333,47.5097,1.90879,0.0899726,0.17106,0.00259559,0.000552924,0.0043321,4.00958,52.1603
"2519",2.30329,0.027478,0.18981,0.00814219,0.000537538,0.003827,4.10266,50.2837,2.23675,0.0160012,0.195906,0.00809387,0.000344498,0.00502063,3.34776,50.2718,2.18109,0.0271496,0.215515,0.00793287,0.000519964,0.00553899,3.95865,47.9463,2.22457,0.0185102,0.195144,0.00807215,0.000476162,0.00504144,3.41166,51.2871
"2520",2.15031,0.00293993,0.212648,0.0113046,0.000578483,0.0053141,3.86121,50.1578,2.34934,0.0539641,0.231379,0.00546389,0.000338903,0.00514766,3.48229,51.5443,2.16385,0.0303374,0.215814,0.00768783,0.00051021,0.00551884,3.97787,47.6924,2.28538,0.0182128,0.208574,0.00922423,0.000339243,0.00487885,3.58819,51.5092
"2521",2.17618,0.00280632,0.198101,0.0103372,0.000514668,0.00484766,3.87567,49.0508,2.17415,0.110796,0.225208,0.000340071,0.000574122,0.00448971,4.38187,49.5813,2.14606,0.0418291,0.215428,0.00718244,0.000507824,0.00447754,3.94141,49.7579,2.35217,0.00902862,0.21799,0.00905485,0.000423503,0.00552394,3.36191,49.1605
"2522",2.10814,0.00195948,0.190532,0.0109804,0.00046027,0.00397956,4.24634,50.7052,2.16368,0.112432,0.226402,0.000357183,0.000625831,0.00470292,4.50847,49.5885,2.09787,0.0502904,0.222323,0.00758046,0.000570353,0.00450468,4.40431,49.9937,2.03223,0.0260681,0.196376,0.00840012,0.000377505,0.00552412,3.54122,50.3222
"2523",2.07894,0.00360089,0.211466,0.0107987,0.000481611,0.0054788,3.75203,48.7055,2.14649,0.0985766,0.225383,0.000706203,0.000390214,0.00513147,3.86724,49.0378,2.4554,0.0866978,0.25786,0.00218224,0.000475283,0.00457177,3.94168,49.3113,2.28746,0.0950828,0.212829,0.0019472,0.000534188,0.00379332,4.59579,50.2118
"2524",2.31453,0.0935081,0.23013,0.00206606,0.000352977,0.00477069,3.95132,51.7482,2.12371,0.099569,0.226412,0.00104072,0.000557497,0.00508746,3.82384,50.3743,2.3304,0.0999294,0.23339,0.00143837,0.000360862,0.00478732,3.96625,50.2171,2.22901,0.0520165,0.229522,0.00533782,0.000313705,0.00511899,3.44265,51.299
"2525",2.15706,0.0442781,0.187076,0.00650115,0.00060096,0.00401038,4.44007,48.2375,2.16338,0.0820691,0.201463,0.00308102,0.000547349,0.00500518,4.03938,50.513,2.21564,0.0432533,0.221035,0.00780326,0.000666663,0.00456598,4.27618,49.6306,2.08991,0.052756,0.200519,0.00669818,0.000581877,0.00467672,4.39935,50.3126
"2526",2.32056,0.0626581,0.224881,0.00415887,0.000371714,0.0048424,3.54779,50.5576,2.1143,0.0652248,0.208914,0.00522674,0.000540512,0.00486184,3.85343,50.3653,2.17387,0.0852356,0.238693,0.0016931,0.00048561,0.00503455,3.96186,49.5601,2.08697,0.0758432,0.210157,0.00333117,0.000506643,0.0047578,3.86963,48.8138
"2527",2.44989,0.0619739,0.253161,0.00558285,0.000613605,0.00470776,4.2789,48.7472,2.14165,0.0287673,0.181566,0.0073899,0.000446647,0.00465481,3.71322,50.6986,2.27026,0.088645,0.239617,0.00143059,0.000452318,0.00507564,3.91712,49.3484,2.22713,0.0716213,0.220054,0.00342032,0.000427318,0.00544911,3.58359,51.44
"2528",2.28336,0.0615504,0.231846,0.00424689,0.000380048,0.00463805,3.84931,50.6286,2.26822,0.00223684,0.205084,0.010744,0.00055407,0.00398136,4.51372,49.7933,2.11193,0.030437,0.210599,0.00683994,0.000419713,0.00503955,3.49338,49.7927,2.27005,0.0913943,0.220527,0.00148368,0.000498311,0.00543481,3.45608,50.9306
"2529",1.97376,0.0390762,0.176363,0.00624416,0.00045613,0.00558285,3.26661,49.6783,2.12878,0.075106,0.203816,0.00297684,0.000403267,0.00501303,3.60274,49.946,2.09778,0.0171601,0.205384,0.00854202,0.000559595,0.00494508,3.74437,48.7995,2.26082,0.0152983,0.198964,0.00937932,0.00044354,0.00409558,4.28866,48.6493
"2530",2.12668,0.0427555,0.198983,0.00699283,0.000523525,0.00495017,3.94935,50.3892,2.1335,0.035887,0.197174,0.00706064,0.000488853,0.00503823,3.72419,49.7015,2.1772,0.109314,0.22517,0.000310872,0.000335623,0.00446207,3.85502,50.9647,2.36118,0.0551748,0.239159,0.00599779,0.000503325,0.00427312,4.45006,50.9291
"2531",2.12083,0.065688,0.213036,0.00417018,0.000505625,0.00489387,3.96821,47.9927,2.36499,0.0956889,0.248275,0.00135434,0.000461064,0.00489859,4.06229,50.1396,2.0452,0.107868,0.188328,0.000992198,0.000337975,0.00410753,4.23899,50.3224,2.27504,0.0722715,0.229355,0.00424457,0.000517151,0.00435186,4.35838,51.1421
"2532",2.17511,0.0676393,0.227927,0.00316813,0.000265934,0.00501198,3.52922,49.0446,2.25467,0.0679203,0.221167,0.00412502,0.000425623,0.00413498,4.28666,49.946,2.23051,0.019261,0.226361,0.00954075,0.000697772,0.00496447,4.03049,49.8129,2.28348,0.0684582,0.242376,0.00307671,0.00037158,0.00569077,3.45335,48.5684
